order_id,customer_id,restaurant_id,order_datetime,item_count,base_amount,discount_amount,tax_amount,delivery_fee,total_amount,delivery_time_min,order_status,payment_method,is_new_customer,customer_city,restaurant_city,rating_given
10917,446,393,2023-11-04 20:05:00,5,320.88,75,16.04,40.52,302.44,61,Delivered,Card,1,Kolkata,Kolkata,NULL
10918,560,430,2023-12-18 17:21:00,4,209.95,30,10.5,25.85,216.3,75,Delivered,COD,0,Lucknow,Lucknow,NULL
10919,317,288,2023-09-29 11:03:00,8,610.04,75,30.5,38.58,604.12,52,Delivered,Wallet,1,Delhi,Kolkata,NULL
10920,970,426,2023-04-19 16:22:00,5,576.14,20,28.81,13.72,598.67,67,Delivered,COD,0,Pune,Hyderabad,NULL
10921,2697,341,2023-04-08 15:24:00,4,778.53,0,38.93,48.3,865.76,46,Delivered,COD,0,Bengaluru,Ahmedabad,4.9
10922,1650,54,2023-06-15 21:07:00,6,148.59,50,7.43,73.32,179.34,73,Refunded,Wallet,0,Hyderabad,Hyderabad,NULL
10923,2787,292,2023-01-07 13:42:00,4,333.71,75,16.69,61.09,336.49,73,Delivered,Wallet,0,Kolkata,Chennai,4.6
10924,50,221,2023-03-02 22:43:00,7,512.58,0,25.63,69.6,607.81,48,Delivered,UPI,0,Bengaluru,Bengaluru,NULL
10925,2676,147,2023-04-10 17:19:00,8,471.62,40,23.58,44.91,500.11,68,Delivered,COD,1,Pune,Pune,NULL
10926,1119,155,2023-12-07 16:14:00,5,954.63,20,47.73,27.14,1009.5,55,Delivered,COD,1,Mumbai,Mumbai,3
10927,704,150,2023-08-20 12:08:00,6,555.01,0,27.75,33.99,616.75,32,Delivered,Wallet,1,Pune,Pune,NULL
10928,2198,122,2023-08-25 17:32:00,6,737.57,0,36.88,34.27,808.72,20,Delivered,Wallet,1,Lucknow,Lucknow,2.2
10929,1947,187,2023-07-12 12:00:00,7,1124.37,75,56.22,70.89,1176.48,49,Delivered,Card,0,Ahmedabad,Ahmedabad,NULL
10930,1564,323,2023-11-07 13:19:00,2,556.18,0,27.81,52.29,636.28,60,Delivered,Card,0,Delhi,Delhi,2.2
10931,2727,37,2023-08-01 23:12:00,8,540.37,0,27.02,44.51,611.9,65,Delivered,COD,1,Chennai,Chennai,4.7
10932,2012,161,2023-08-07 15:28:00,8,665.84,20,33.29,60.04,739.17,54,Delivered,UPI,1,Pune,Pune,2.2
10933,2778,104,2023-10-12 21:32:00,1,900.9,50,45.04,79.89,975.83,75,Cancelled,UPI,1,Delhi,Kolkata,NULL
10934,2090,110,2023-04-22 15:05:00,4,435.65,0,21.78,33.79,491.22,22,Delivered,Card,1,Lucknow,Lucknow,3.6
10935,1698,207,2023-02-11 21:51:00,2,285.66,40,14.28,30.38,290.32,45,Delivered,COD,0,Bengaluru,Chennai,2.3
10936,2293,277,2023-04-23 19:53:00,6,312.51,50,15.63,39.27,317.41,52,Delivered,UPI,0,Ahmedabad,Ahmedabad,NULL
10937,914,480,2023-08-20 10:30:00,2,277.1,0,13.85,32.66,323.61,30,Delivered,UPI,0,Bengaluru,Bengaluru,NULL
10938,591,207,2023-06-11 15:58:00,8,1069.43,40,53.47,30.38,1113.28,20,Delivered,UPI,0,Chennai,Chennai,3.8
10939,932,499,2023-03-08 17:45:00,5,608.91,30,30.45,11.84,621.2,66,Delivered,UPI,0,Pune,Pune,2.9
10940,2450,400,2023-04-04 23:07:00,3,679.34,40,33.97,55.99,729.3,63,Delivered,Wallet,0,Kolkata,Kolkata,2.7
10941,2286,420,2023-03-17 11:07:00,4,699.66,20,34.98,63.23,777.87,23,Delivered,Card,1,Pune,Pune,4.1
10942,907,192,2023-09-29 18:07:00,6,253.12,0,12.66,16.33,282.11,26,Delivered,UPI,0,Ahmedabad,Ahmedabad,3
10943,2228,466,2023-09-17 18:04:00,3,796.09,20,39.8,17.25,833.14,64,Delivered,COD,0,Bengaluru,Bengaluru,NULL
10944,1243,424,2023-04-27 14:59:00,5,225.85,50,11.29,28.67,215.81,50,Delivered,Card,1,Mumbai,Mumbai,4.7
10945,1580,25,2023-07-17 20:51:00,7,483.75,0,24.19,37.11,545.05,73,Delivered,UPI,1,Bengaluru,Bengaluru,4.6
10946,2055,71,2023-01-09 16:56:00,3,666.6,0,33.33,42.49,742.42,47,Refunded,Card,0,Chennai,Pune,NULL
10947,2992,225,2023-11-23 11:29:00,2,720.97,40,36.05,19.92,736.94,73,Delivered,Wallet,0,Jaipur,Jaipur,NULL
10948,200,229,2023-06-27 21:10:00,3,920.99,75,46.05,79.68,971.72,66,Delivered,Card,0,Bengaluru,Bengaluru,3.1
10949,873,275,2023-10-10 10:06:00,7,494.36,30,24.72,12.87,501.95,34,Delivered,COD,1,Pune,Pune,4.3
10950,616,429,2023-04-29 10:42:00,4,1146,20,57.3,72.65,1255.95,65,Delivered,UPI,0,Kolkata,Mumbai,4
10951,654,354,2023-12-03 23:59:00,3,666.03,75,33.3,75.55,699.88,35,Delivered,COD,1,Kolkata,Kolkata,NULL
10952,516,43,2023-07-07 19:12:00,5,987.9,0,49.39,29.13,1066.42,23,Delivered,Card,0,Ahmedabad,Ahmedabad,3.7
10953,409,198,2023-05-04 16:49:00,4,383.59,30,19.18,10.64,383.41,29,Delivered,Card,1,Bengaluru,Bengaluru,4.4
10954,1982,327,2023-05-10 19:44:00,6,147.65,75,7.38,67.16,147.19,55,Delivered,UPI,1,Pune,Pune,NULL
10955,1685,199,2023-11-09 16:59:00,2,1180.11,30,59.01,57.6,1266.72,70,Delivered,Wallet,1,Kolkata,Ahmedabad,4.8
10956,816,69,2023-05-30 10:28:00,2,144.17,0,7.21,14.61,165.99,60,Delivered,Card,1,Bengaluru,Mumbai,4.7
10957,1653,75,2023-01-08 20:46:00,8,508.52,40,25.43,14.23,508.18,60,Delivered,Card,0,Lucknow,Lucknow,4
10958,2720,3,2023-02-17 18:03:00,2,522.71,0,26.14,73.01,621.86,24,Delivered,COD,0,Delhi,Jaipur,2.5
10959,1133,417,2023-01-14 12:57:00,1,1125.66,20,56.28,63.63,1225.57,21,Delivered,COD,0,Chennai,Ahmedabad,2.7
10960,2175,428,2023-10-13 11:30:00,6,612.68,40,30.63,46.3,649.61,33,Delivered,Card,0,Mumbai,Hyderabad,NULL
10961,2392,308,2023-08-28 21:40:00,6,372.28,75,18.61,65.22,381.11,44,Delivered,Wallet,1,Chennai,Chennai,NULL
10962,829,297,2023-09-28 16:23:00,4,138.77,0,6.94,11.45,157.16,31,Delivered,Card,1,Jaipur,Jaipur,4.2
10963,312,338,2023-06-01 11:58:00,1,988.23,30,49.41,41.32,1048.96,73,Delivered,Wallet,0,Jaipur,Bengaluru,NULL
10964,568,132,2023-01-21 17:41:00,4,313.35,0,15.67,21.79,350.81,31,Delivered,COD,0,Delhi,Delhi,4.5
10965,460,28,2023-04-10 19:02:00,5,856.42,0,42.82,77.01,976.25,28,Cancelled,Card,0,Lucknow,Mumbai,NULL
10966,2428,417,2023-01-12 20:28:00,6,324.76,0,16.24,63.63,404.63,66,Delivered,Card,0,Ahmedabad,Ahmedabad,4.9
10967,2520,483,2023-10-26 22:38:00,7,879.71,30,43.99,74.65,968.35,47,Delivered,Wallet,1,Mumbai,Mumbai,2.5
10968,2662,373,2023-09-18 17:11:00,2,959.76,20,47.99,10.53,998.28,66,Delivered,UPI,0,Ahmedabad,Ahmedabad,2.8
10969,2536,34,2023-08-02 21:11:00,7,899.8,40,44.99,31.48,936.27,27,Refunded,Wallet,0,Chennai,Chennai,NULL
10970,1397,389,2023-10-01 11:15:00,8,831.44,30,41.57,21.09,864.1,36,Delivered,COD,1,Kolkata,Kolkata,NULL
10971,2636,199,2023-03-25 22:07:00,6,1047.82,0,52.39,57.6,1157.81,63,Delivered,COD,1,Ahmedabad,Ahmedabad,3.4
10972,350,56,2023-07-11 18:51:00,4,590.8,75,29.54,56.19,601.53,55,Delivered,Card,0,Chennai,Chennai,NULL
10973,2204,92,2023-10-18 15:40:00,6,1115.18,75,55.76,24.65,1120.59,37,Delivered,UPI,0,Kolkata,Kolkata,NULL
10974,2551,143,2023-03-05 10:12:00,7,956.49,0,47.82,51.99,1056.3,22,Delivered,Wallet,1,Pune,Mumbai,3.1
10975,767,34,2023-04-27 22:22:00,8,1193.23,50,59.66,31.48,1234.37,61,Delivered,Card,1,Jaipur,Chennai,NULL
10976,1568,59,2023-05-13 12:44:00,2,452.82,40,22.64,10.14,445.6,63,Refunded,Card,0,Delhi,Delhi,NULL
10977,702,67,2023-12-20 14:36:00,4,872.75,75,43.64,53.77,895.16,27,Delivered,COD,0,Jaipur,Jaipur,NULL
10978,874,443,2023-09-22 11:24:00,6,970.32,30,48.52,54.71,1043.55,48,Delivered,Card,0,Chennai,Pune,4.1
10979,1453,38,2023-05-21 14:33:00,8,959.75,0,47.99,48.72,1056.46,23,Delivered,UPI,0,Jaipur,Jaipur,2.9
10980,889,53,2023-04-30 13:44:00,4,650.83,0,32.54,66.59,749.96,55,Delivered,Card,0,Delhi,Delhi,3.4
10981,2476,235,2023-01-18 12:06:00,2,928.67,0,46.43,48.61,1023.71,48,Delivered,Wallet,1,Jaipur,Chennai,NULL
10982,602,473,2023-08-25 13:05:00,3,802.28,0,40.11,12.98,855.37,60,Delivered,Wallet,0,Lucknow,Lucknow,NULL
10983,2396,44,2023-09-20 18:51:00,2,973.63,20,48.68,13.18,1015.49,28,Delivered,COD,1,Jaipur,Chennai,2.3
10984,2984,398,2023-11-05 16:53:00,7,831.22,0,41.56,51.08,923.86,69,Delivered,Card,0,Mumbai,Mumbai,4.1
10985,1986,327,2023-11-13 21:47:00,6,954.61,0,47.73,67.16,1069.5,46,Delivered,Card,0,Pune,Pune,NULL
10986,650,342,2023-07-18 14:21:00,8,1149.69,30,57.48,21.3,1198.47,55,Cancelled,Card,0,Pune,Mumbai,NULL
10987,2497,173,2023-01-21 15:10:00,1,681.07,40,34.05,61.31,736.43,30,Delivered,Wallet,0,Delhi,Delhi,4.5
10988,2497,283,2023-01-15 12:33:00,5,182.91,50,9.15,71.54,213.6,36,Delivered,Card,1,Delhi,Delhi,3.4
10989,867,200,2023-04-17 20:08:00,1,354.15,0,17.71,51.92,423.78,48,Delivered,Wallet,0,Bengaluru,Bengaluru,4.9
10990,1224,338,2023-01-14 22:06:00,7,991.93,0,49.6,41.32,1082.85,20,Delivered,Card,0,Mumbai,Bengaluru,3.3
10991,1799,107,2023-07-08 16:41:00,4,252.05,30,12.6,60.58,295.23,62,Cancelled,COD,1,Hyderabad,Hyderabad,NULL
10992,2726,258,2023-12-03 21:27:00,2,351.01,0,17.55,18.32,386.88,65,Delivered,COD,1,Kolkata,Kolkata,NULL
10993,1790,434,2023-08-18 23:48:00,4,252.37,0,12.62,72.99,337.98,52,Cancelled,Card,0,Hyderabad,Hyderabad,NULL
10994,2793,312,2023-03-08 18:50:00,7,780.46,50,39.02,36.82,806.3,50,Delivered,Card,0,Pune,Pune,NULL
10995,807,369,2023-12-04 23:30:00,1,748.73,30,37.44,79.68,835.85,71,Delivered,Wallet,1,Kolkata,Pune,NULL
10996,1703,431,2023-01-09 19:25:00,8,1080.47,0,54.02,44.66,1179.15,70,Delivered,UPI,1,Lucknow,Lucknow,4.8
10997,2475,289,2023-06-01 12:41:00,4,687.17,0,34.36,67.68,789.21,48,Cancelled,COD,1,Lucknow,Lucknow,NULL
10998,1615,117,2023-01-21 22:56:00,3,1124.63,75,56.23,19.04,1124.9,28,Delivered,Wallet,1,Bengaluru,Bengaluru,4.3
10999,2904,310,2023-09-30 22:45:00,8,291.76,0,14.59,79.63,385.98,63,Delivered,Card,0,Mumbai,Mumbai,3.1
11000,2787,434,2023-05-12 20:24:00,5,550.79,30,27.54,72.99,621.32,69,Cancelled,COD,1,Kolkata,Hyderabad,NULL
11001,1721,140,2023-11-26 23:00:00,6,1017.32,0,50.87,55.78,1123.97,22,Delivered,COD,0,Hyderabad,Hyderabad,4.6
11002,1404,115,2023-09-10 17:13:00,7,863.18,75,43.16,29.87,861.21,55,Delivered,Wallet,1,Lucknow,Lucknow,4.9
11003,463,89,2023-10-18 11:03:00,4,1154.28,40,57.71,65.64,1237.63,67,Refunded,COD,0,Jaipur,Jaipur,NULL
11004,65,458,2023-06-26 15:00:00,4,813.49,40,40.67,42.29,856.45,28,Delivered,UPI,0,Kolkata,Kolkata,NULL
11005,2450,374,2023-05-16 12:31:00,1,681.77,0,34.09,31.52,747.38,26,Delivered,UPI,0,Kolkata,Kolkata,NULL
11006,2868,308,2023-11-15 23:21:00,4,724.69,0,36.23,65.22,826.14,58,Cancelled,COD,1,Chennai,Chennai,NULL
11007,1346,18,2023-07-02 11:00:00,1,356.44,0,17.82,18.46,392.72,25,Delivered,Wallet,1,Jaipur,Jaipur,3.4
11008,1256,184,2023-10-24 22:32:00,2,526.81,40,26.34,46.04,559.19,20,Delivered,Card,0,Hyderabad,Hyderabad,NULL
11009,1314,181,2023-12-06 13:09:00,4,1118.94,30,55.95,52.76,1197.65,33,Delivered,Wallet,0,Kolkata,Kolkata,3.3
11010,1161,379,2023-11-14 20:19:00,1,492.65,30,24.63,68.61,555.89,52,Delivered,COD,0,Bengaluru,Bengaluru,2.6
11011,796,141,2023-06-21 18:01:00,4,1110.62,30,55.53,55.5,1191.65,21,Cancelled,Wallet,0,Delhi,Delhi,NULL
11012,1869,426,2023-12-10 19:09:00,7,445.71,0,22.29,13.72,481.72,41,Delivered,UPI,0,Hyderabad,Hyderabad,4.6
11013,562,349,2023-10-12 17:14:00,5,773.6,40,38.68,56.84,829.12,71,Delivered,Wallet,0,Bengaluru,Bengaluru,NULL
11014,132,395,2023-10-01 21:03:00,5,244.19,75,12.21,76.76,258.16,54,Delivered,UPI,0,Mumbai,Mumbai,NULL
11015,775,262,2023-12-26 21:56:00,3,832.16,0,41.61,15.78,889.55,53,Delivered,UPI,0,Lucknow,Lucknow,2.4
11016,2131,118,2023-01-03 20:18:00,7,1124.92,0,56.25,19.1,1200.27,29,Delivered,UPI,0,Pune,Pune,2.3
11017,1643,122,2023-03-16 21:46:00,7,655.06,0,32.75,34.27,722.08,24,Refunded,Card,0,Lucknow,Lucknow,NULL
11018,1845,262,2023-03-13 16:36:00,2,860.23,40,43.01,15.78,879.02,50,Delivered,UPI,0,Lucknow,Lucknow,4.6
11019,1697,454,2023-08-14 14:03:00,8,605.28,0,30.26,66.31,701.85,75,Delivered,UPI,0,Chennai,Chennai,4.8
11020,1880,433,2023-04-04 15:16:00,5,1135.31,40,56.77,69.68,1221.76,22,Refunded,Wallet,1,Mumbai,Mumbai,NULL
11021,1416,393,2023-04-04 15:32:00,8,383.5,0,19.18,40.52,443.2,22,Delivered,UPI,1,Kolkata,Kolkata,4.3
11022,2324,321,2023-09-26 11:59:00,7,695.89,30,34.79,62.05,762.73,34,Delivered,Wallet,0,Chennai,Delhi,NULL
11023,1164,182,2023-11-26 19:14:00,2,892.43,0,44.62,60.77,997.82,59,Delivered,COD,1,Kolkata,Kolkata,2.9
11024,1735,345,2023-11-02 13:09:00,8,795.02,0,39.75,38.07,872.84,57,Delivered,Card,0,Chennai,Bengaluru,NULL
11025,1360,468,2023-09-11 17:30:00,6,1004.2,30,50.21,70.15,1094.56,44,Delivered,Wallet,0,Ahmedabad,Ahmedabad,NULL
11026,1355,362,2023-07-09 10:37:00,4,822.34,40,41.12,28.4,851.86,44,Delivered,UPI,1,Ahmedabad,Ahmedabad,4.6
11027,1071,347,2023-10-27 10:41:00,4,652.36,75,32.62,53.44,663.42,66,Delivered,COD,0,Pune,Pune,NULL
11028,937,464,2023-04-25 23:50:00,4,197.95,40,9.9,31.06,198.91,73,Delivered,Card,0,Jaipur,Jaipur,4.4
11029,1709,8,2023-10-26 13:42:00,6,270.47,30,13.52,28.18,282.17,21,Delivered,Card,1,Chennai,Chennai,2.3
11030,183,206,2023-08-28 13:22:00,2,1046.88,30,52.34,69.49,1138.71,70,Delivered,Card,0,Hyderabad,Hyderabad,NULL
11031,1895,421,2023-12-03 20:13:00,6,546.19,75,27.31,25.31,523.81,65,Delivered,Card,0,Chennai,Chennai,3.9
11032,1860,326,2023-08-19 12:13:00,5,373.85,0,18.69,62.02,454.56,65,Delivered,UPI,0,Bengaluru,Bengaluru,4.1
11033,833,100,2023-01-27 19:21:00,8,572.28,50,28.61,29.11,580,24,Delivered,UPI,0,Ahmedabad,Ahmedabad,NULL
11034,2215,224,2023-02-05 11:41:00,4,539.5,0,26.97,52.43,618.9,61,Delivered,Wallet,0,Ahmedabad,Ahmedabad,2.8
11035,736,444,2023-08-15 12:40:00,2,797.64,50,39.88,72.16,859.68,28,Delivered,COD,0,Kolkata,Chennai,4.2
11036,125,470,2023-08-30 15:56:00,3,1158.56,0,57.93,30.3,1246.79,57,Delivered,UPI,0,Hyderabad,Hyderabad,NULL
11037,962,358,2023-02-22 19:25:00,8,692.77,75,34.64,21.52,673.93,28,Delivered,Card,0,Delhi,Delhi,NULL
11038,639,108,2023-02-28 13:16:00,7,1093.13,20,54.66,63.91,1191.7,43,Delivered,COD,0,Ahmedabad,Ahmedabad,4.7
11039,980,365,2023-07-31 22:54:00,5,523.26,50,26.16,31.14,530.56,30,Delivered,UPI,1,Hyderabad,Hyderabad,NULL
11040,1983,174,2023-02-07 11:23:00,5,852.58,75,42.63,44.05,864.26,34,Delivered,Wallet,0,Bengaluru,Bengaluru,3.2
11041,1696,264,2023-12-12 17:07:00,4,455.41,75,22.77,59.08,462.26,45,Delivered,Card,0,Mumbai,Mumbai,NULL
11042,2412,164,2023-04-29 11:12:00,4,700.26,0,35.01,77,812.27,31,Delivered,Wallet,1,Delhi,Delhi,NULL
11043,43,370,2023-03-06 11:55:00,4,791.34,0,39.57,44.75,875.66,54,Delivered,Card,0,Mumbai,Mumbai,NULL
11044,263,40,2023-02-04 20:16:00,1,350.04,0,17.5,31.32,398.86,27,Delivered,UPI,0,Lucknow,Lucknow,NULL
11045,2939,467,2023-03-27 22:29:00,1,1197.27,0,59.86,30.99,1288.12,73,Cancelled,Wallet,0,Delhi,Delhi,NULL
11046,1160,210,2023-12-19 11:02:00,3,475.67,20,23.78,76.15,555.6,56,Delivered,UPI,0,Bengaluru,Bengaluru,NULL
11047,1004,378,2023-04-26 18:55:00,3,618.42,75,30.92,26.17,600.51,72,Delivered,COD,0,Pune,Pune,4.9
11048,1956,266,2023-05-31 18:16:00,8,1069.3,0,53.46,39.84,1162.6,36,Cancelled,Wallet,0,Kolkata,Bengaluru,NULL
11049,2719,13,2023-09-15 15:35:00,4,177.89,0,8.89,43.34,230.12,52,Delivered,COD,1,Jaipur,Pune,NULL
11050,249,76,2023-10-10 23:29:00,4,547.89,0,27.39,31.78,607.06,25,Delivered,Card,0,Chennai,Chennai,4.5
11051,1838,366,2023-11-27 14:49:00,1,648,0,32.4,38.98,719.38,64,Delivered,COD,1,Chennai,Chennai,4.6
11052,348,34,2023-05-25 18:08:00,4,311.99,20,15.6,31.48,339.07,30,Cancelled,Card,0,Chennai,Chennai,NULL
11053,1783,9,2023-06-23 15:47:00,4,670.27,0,33.51,41.41,745.19,57,Delivered,COD,0,Jaipur,Jaipur,3.1
11054,2942,142,2023-12-25 15:52:00,5,888.93,30,44.45,78.82,982.2,31,Delivered,COD,0,Kolkata,Kolkata,3.1
11055,1670,458,2023-06-11 11:01:00,3,809.5,75,40.47,42.29,817.26,45,Delivered,Card,0,Pune,Kolkata,2.1
11056,2445,206,2023-12-07 10:09:00,2,1161.26,0,58.06,69.49,1288.81,58,Delivered,Wallet,0,Hyderabad,Hyderabad,2.5
11057,18,465,2023-07-15 11:29:00,3,655.18,75,32.76,14.7,627.64,47,Delivered,UPI,0,Chennai,Chennai,4.3
11058,2702,154,2023-05-25 19:08:00,8,836.3,50,41.81,26.54,854.65,47,Delivered,Wallet,0,Ahmedabad,Bengaluru,3.3
11059,1707,175,2023-05-23 13:50:00,3,1034.84,0,51.74,24.07,1110.65,54,Delivered,UPI,1,Jaipur,Jaipur,NULL
11060,2583,347,2023-12-21 13:41:00,5,625.74,20,31.29,53.44,690.47,31,Delivered,COD,1,Pune,Pune,NULL
11061,1098,90,2023-10-04 13:50:00,2,154.05,50,7.7,78.39,190.14,72,Delivered,COD,0,Hyderabad,Hyderabad,5
11062,1067,65,2023-12-29 20:59:00,7,589.84,40,29.49,68.84,648.17,43,Delivered,UPI,0,Jaipur,Mumbai,3.5
11063,2559,488,2023-04-19 14:37:00,8,533.68,0,26.68,45.06,605.42,36,Delivered,COD,1,Jaipur,Jaipur,NULL
11064,1830,326,2023-03-24 18:21:00,5,264.72,0,13.24,62.02,339.98,51,Delivered,COD,0,Bengaluru,Bengaluru,4.6
11065,871,130,2023-05-30 21:24:00,6,697.9,0,34.9,48.39,781.19,30,Delivered,UPI,0,Ahmedabad,Bengaluru,4.1
11066,2371,420,2023-07-12 17:55:00,5,554.18,0,27.71,63.23,645.12,67,Delivered,UPI,0,Pune,Pune,NULL
11067,2579,494,2023-07-17 21:18:00,3,1193.14,30,59.66,55.73,1278.53,32,Delivered,UPI,0,Mumbai,Delhi,NULL
11068,1696,264,2023-12-07 22:41:00,6,791.01,0,39.55,59.08,889.64,39,Delivered,UPI,0,Mumbai,Mumbai,5
11069,1977,391,2023-05-05 10:07:00,7,440.31,40,22.02,32.93,455.26,39,Delivered,COD,1,Bengaluru,Bengaluru,NULL
11070,1598,96,2023-12-19 14:09:00,5,229.7,75,11.49,70.42,236.61,23,Delivered,UPI,1,Lucknow,Lucknow,2.8
11071,1119,342,2023-05-02 18:02:00,6,411.48,20,20.57,21.3,433.35,61,Delivered,Wallet,0,Mumbai,Mumbai,4.6
11072,131,445,2023-10-02 15:08:00,6,459.95,50,23,50.57,483.52,38,Cancelled,Card,0,Pune,Pune,NULL
11073,1485,422,2023-08-14 21:31:00,8,628.96,0,31.45,23.16,683.57,33,Delivered,COD,0,Kolkata,Kolkata,5
11074,177,205,2023-07-07 17:04:00,3,575.25,20,28.76,58.75,642.76,54,Delivered,UPI,1,Hyderabad,Pune,NULL
11075,667,32,2023-08-21 16:03:00,8,378.53,40,18.93,70.18,427.64,70,Delivered,Wallet,0,Ahmedabad,Ahmedabad,4.7
11076,1525,205,2023-12-12 12:21:00,7,719.11,20,35.96,58.75,793.82,36,Cancelled,Card,0,Lucknow,Pune,NULL
11077,167,360,2023-12-18 13:10:00,1,794.73,0,39.74,15.45,849.92,33,Delivered,Wallet,0,Pune,Pune,NULL
11078,2831,85,2023-06-30 10:33:00,5,604.14,0,30.21,22.19,656.54,46,Delivered,UPI,0,Lucknow,Lucknow,4.6
11079,2661,221,2023-02-14 22:39:00,7,300.35,40,15.02,69.6,344.97,26,Delivered,COD,1,Ahmedabad,Bengaluru,2.2
11080,2435,448,2023-09-27 19:16:00,6,138.01,20,6.9,11.09,136,61,Cancelled,UPI,1,Bengaluru,Bengaluru,NULL
11081,2740,167,2023-04-22 13:59:00,2,1116.63,40,55.83,27.8,1160.26,21,Delivered,Card,0,Pune,Delhi,4
11082,233,243,2023-01-15 15:02:00,2,818.17,0,40.91,57.39,916.47,62,Delivered,Wallet,1,Chennai,Chennai,3.2
11083,1224,279,2023-02-05 21:40:00,6,121.63,75,6.08,21.69,74.4,74,Delivered,Card,1,Mumbai,Mumbai,3.6
11084,1826,287,2023-03-31 17:01:00,4,858.52,75,42.93,54.29,880.74,44,Delivered,Wallet,0,Bengaluru,Hyderabad,2.5
11085,2651,131,2023-09-12 10:31:00,7,765.31,75,38.27,21.94,750.52,56,Delivered,Wallet,0,Lucknow,Hyderabad,NULL
11086,2403,336,2023-01-23 13:49:00,6,519.65,20,25.98,57.77,583.4,30,Delivered,UPI,1,Pune,Pune,NULL
11087,1108,446,2023-04-21 12:23:00,8,318.98,75,15.95,30.19,290.12,70,Delivered,UPI,0,Kolkata,Kolkata,4
11088,1919,260,2023-04-03 20:03:00,5,571.49,0,28.57,20.89,620.95,45,Refunded,Card,0,Pune,Pune,NULL
11089,2196,342,2023-01-15 23:11:00,8,508.68,0,25.43,21.3,555.41,26,Delivered,Wallet,1,Jaipur,Mumbai,NULL
11090,973,261,2023-05-04 23:17:00,2,1094.5,40,54.72,40.08,1149.3,45,Delivered,UPI,1,Jaipur,Jaipur,NULL
11091,163,234,2023-08-03 10:12:00,8,1183.42,0,59.17,22.3,1264.89,34,Delivered,Card,1,Mumbai,Mumbai,2.7
11092,2474,277,2023-12-11 12:29:00,7,899.22,0,44.96,39.27,983.45,27,Delivered,COD,1,Lucknow,Ahmedabad,3.6
11093,1552,30,2023-10-14 18:26:00,5,468.02,0,23.4,68.08,559.5,59,Cancelled,Card,0,Jaipur,Jaipur,NULL
11094,2603,491,2023-04-14 15:28:00,3,438.36,20,21.92,25.68,465.96,38,Delivered,UPI,1,Ahmedabad,Ahmedabad,NULL
11095,1572,45,2023-07-04 13:42:00,2,909.56,0,45.48,68.13,1023.17,53,Delivered,Card,1,Jaipur,Jaipur,2.7
11096,1946,310,2023-03-05 10:29:00,8,1175.43,40,58.77,79.63,1273.83,56,Delivered,COD,0,Mumbai,Mumbai,NULL
11097,590,272,2023-03-09 19:08:00,5,398.54,40,19.93,56.83,435.3,21,Delivered,Wallet,0,Chennai,Chennai,2.1
11098,1124,204,2023-08-01 16:55:00,6,642.07,30,32.1,79.32,723.49,38,Delivered,Card,1,Bengaluru,Bengaluru,NULL
11099,875,200,2023-07-09 14:20:00,7,951.4,75,47.57,51.92,975.89,68,Delivered,Wallet,0,Jaipur,Bengaluru,2.3
11100,232,73,2023-03-14 14:15:00,8,186.55,20,9.33,51.5,227.38,40,Delivered,UPI,0,Mumbai,Kolkata,NULL
11101,782,28,2023-10-30 15:10:00,3,174.13,75,8.71,77.01,184.85,73,Delivered,Card,0,Mumbai,Mumbai,NULL
11102,2903,178,2023-04-14 20:01:00,8,492.24,0,24.61,10.67,527.52,72,Delivered,UPI,0,Chennai,Delhi,2.6
11103,1322,89,2023-11-26 12:02:00,8,651.32,50,32.57,65.64,699.53,53,Delivered,Wallet,0,Jaipur,Jaipur,3.5
11104,917,10,2023-12-07 13:56:00,8,937.95,0,46.9,34.52,1019.37,30,Refunded,Wallet,0,Lucknow,Lucknow,NULL
11105,1339,452,2023-09-22 17:46:00,4,156.83,0,7.84,43.12,207.79,44,Delivered,COD,0,Hyderabad,Hyderabad,2.1
11106,1631,266,2023-03-13 23:26:00,4,990.41,20,49.52,39.84,1059.77,29,Delivered,Card,1,Bengaluru,Bengaluru,2.2
11107,530,242,2023-11-01 20:55:00,6,370.2,20,18.51,15.92,384.63,34,Delivered,Card,0,Mumbai,Mumbai,NULL
11108,660,390,2023-05-13 14:32:00,2,967.49,75,48.37,46.26,987.12,52,Delivered,UPI,0,Chennai,Chennai,4.6
11109,1834,235,2023-03-28 17:05:00,2,1120.01,20,56,48.61,1204.62,55,Delivered,COD,0,Ahmedabad,Chennai,2
11110,95,148,2023-06-30 19:06:00,1,302.68,0,15.13,74.64,392.45,33,Delivered,UPI,0,Hyderabad,Hyderabad,NULL
11111,1815,9,2023-04-03 16:59:00,4,1195.21,0,59.76,41.41,1296.38,43,Delivered,Wallet,0,Jaipur,Jaipur,3.2
11112,2380,429,2023-07-31 20:59:00,8,904.11,50,45.21,72.65,971.97,27,Delivered,Wallet,0,Mumbai,Mumbai,NULL
11113,1903,58,2023-03-23 11:53:00,8,447.54,75,22.38,23.43,418.35,72,Delivered,UPI,0,Delhi,Bengaluru,NULL
11114,2738,56,2023-05-08 12:47:00,2,642.23,0,32.11,56.19,730.53,31,Delivered,Wallet,0,Chennai,Chennai,NULL
11115,2582,499,2023-04-18 19:12:00,6,1058.88,0,52.94,11.84,1123.66,56,Delivered,COD,0,Pune,Pune,3.3
